,0,1
0,1.0292827346366542,6.858352175936032
1,1.0271042353345237,6.912311040688269
2,1.023437549603828,6.956454349710557
3,1.0183127986129583,6.9906861777958635
4,1.0117735392664295,7.014982607096434
5,1.0037917915226697,7.029341066270552
6,0.9943540690393379,7.033700274402461
7,0.9835127602328763,7.028044910324893
8,0.9712991004298711,7.0124097012139455
9,0.9576957061709214,6.986830162774372
10,0.9427047055006362,6.951315135651565
11,0.9263893424528028,6.9058966272546405
12,0.9087816399605704,6.8506829510284195
13,0.8898622661582567,6.785750288441122
14,0.8696606182854557,6.711156979666921
15,0.8482426077196398,6.627014996730932
16,0.8256359949238611,6.533469491286619
17,0.8018341272266273,6.430655988416001
18,0.7768780266444889,6.31868207598064
19,0.7508442111975482,6.197719106492281
20,0.7237513581061007,6.067972805325543
21,0.695605017231501,5.929605913877523
22,0.6664651473504796,5.782795079342832
23,0.6364026288850992,5.62776139598634
24,0.6054393327950853,5.464752395131939
25,0.5735885126135053,5.293979971401479
26,0.5409250627886939,5.1156596579972184
27,0.5075185481129983,4.930076598116098
28,0.47338423831883136,4.737506073369296
29,0.43855470021399995,4.538197629152738
30,0.4031095434735875,4.332422130678609
31,0.36711475169572455,4.120495898846848
32,0.3305863837016837,3.902735493254292
33,0.2935668769964734,3.67941511022885
34,0.25614646631233,3.4508506915360617
35,0.21837870916353222,3.2173972053619746
36,0.1802839336524594,2.9793829462618553
37,0.14191785549471425,2.737122272246845
38,0.10336882729339085,2.4909583684939545
39,0.06468599251069801,2.2412729017318775
40,0.025889019709614904,1.988411774944302
41,-0.012952467073600041,1.732704880689902
42,-0.05175361611003024,1.474532942202856
43,-0.09047674818755622,1.2142820785787214
44,-0.12909276280710477,0.9523094575373902
45,-0.16752778044674344,0.6889650022943484
46,-0.2057015080156298,0.42464020870644176
47,-0.24358532643335418,0.15973281424471414
48,-0.28114505251222627,-0.10540731349843942
49,-0.3182987784632262,-0.37041407655928027
50,-0.35498077426815816,-0.6348883466992952
51,-0.39116635025339963,-0.8984454348733031
52,-0.4268150802649906,-1.16073241413457
53,-0.46184585611945606,-1.4213867408553396
54,-0.4962031865967671,-1.6800088017834205
55,-0.5298705094209276,-1.9362310086677583
56,-0.5627979071282806,-2.189715486527424
57,-0.5949097282238403,-2.4400966305572926
58,-0.6261653442180704,-2.686997897110073
59,-0.6565482492589008,-2.9300715335017498
60,-0.6860067655076312,-3.168997074933696
61,-0.7144709626261092,-3.403425117460761
62,-0.7419156973029688,-3.63299932120896
63,-0.7683252100090676,-3.8574103713421906
64,-0.7936437552965983,-4.076354421857278
65,-0.8178162784850928,-4.289506137343904
66,-0.8408277229167888,-4.496547202879035
67,-0.862663071356277,-4.697200062576514
68,-0.8832677201984193,-4.891194512903528
69,-0.9025997318620976,-5.0782316914171535
70,-0.9206572323367447,-5.258039445577901
71,-0.9374213556517806,-5.430382815986791
72,-0.9528439993021482,-5.595020444414921
73,-0.9668987873882336,-5.75169950130675
74,-0.9795911716299303,-5.900193136953262
75,-0.9909035347735603,-6.040313723546118
76,-1.0007936592367062,-6.171859339558919
77,-1.009252936295634,-6.294621736480912
78,-1.0162924386022405,-6.408433917919287
79,-1.021894205203221,-6.513150785008653
80,-1.0260288444720993,-6.6086175202544215
81,-1.0287007488176254,-6.694679952614014
82,-1.0299270259067697,-6.771226007224872
83,-1.0296911189767224,-6.838164218413638
84,-1.0279762355674278,-6.895384202482195
85,-1.0248017103352016,-6.942793406583446
86,-1.020185651805588,-6.980337984955038
87,-1.0141172739373399,-7.007975199756362
88,-1.006593028112017,-7.025651132342419
89,-0.9976435079338939,-7.033330340894011
90,-0.9872900311897247,-7.0310208186568355
91,-0.9755260751863226,-7.018730256494659
92,-0.9623640577001819,-6.996458747094306
93,-0.9478428574595269,-6.9642360323995005
94,-0.931985479852486,-6.922123752252388
95,-0.9147937895498284,-6.870184010771123
96,-0.8962926213577381,-6.808472007052193
97,-0.8765294065506425,-6.737077830270754
98,-0.8555276761203665,-6.656120498866447
99,-0.8332981528152065,-6.5657091035594295
100,-0.8098790733013157,-6.465957866372125
101,-0.7853215627626325,-6.3570138981793205
102,-0.759652111008445,-6.239047207331724
103,-0.7328897694765074,-6.112217240349431
104,-0.7050843178133518,-5.976689612559415
105,-0.6762902013349223,-5.832668873529682
106,-0.64653464425723,-5.680370139902866
107,-0.6158475999474318,-5.519998388475354
108,-0.5842871082984546,-5.351771929688764
109,-0.5519090582345894,-5.1759421477078424
110,-0.5187429388140129,-4.992768137722674
111,-0.48482746913872593,-4.80249469434382
112,-0.45022879847122005,-4.6053871572218625
113,-0.4150011027762437,-4.401740775058541
114,-0.3791767412162502,-4.191847631315571
115,-0.3428036264697458,-3.9759917562344835
116,-0.3059516940259492,-3.75447757982095
117,-0.2686738296319403,-3.5276360403307194
