,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,6.794666721803979,13.22221108621975,1.8229756758149824,1.8229756758149824,1.708473752665471,1.708473752665471,-9.707315401314446,-5.424879969370039,-4.972330008927583,-11.21227680614097,-1.7954003755717924,-1.7954003755717924,-1.8613353867931743,-1.8613353867931743,13.972095272907316,6.79824417584212,-1.8223367128764008,-2.0099342800787667,-0.027575300243190444,-0.027575300243190444,0.15286163412770384,0.15286163412770384,-4.26477987159287,-1.3733642064720817
1,6.858352175936032,13.412998540628053,1.8601387668411067,1.8601387668411067,1.7510786021447629,1.7510786021447629,-10.097208237933657,-5.598813840344366,-4.781271494672374,-10.872806219214942,-1.7538484396767833,-1.7538484396767833,-1.826152624903993,-1.826152624903993,13.843672881169658,6.705224286837201,-2.0770806812636557,-2.5401923214131097,-0.1062903271643239,-0.1062903271643239,0.07507402275923053,0.07507402275923053,-3.746464643236,-1.1064104464928364
2,6.912311040688269,13.584781767224142,1.8946595323118458,1.8946595323118458,1.7911939334903,1.7911939334903,-10.472795559141604,-5.764810359969867,-4.583426413966262,-10.517929491075773,-1.7098058224339443,-1.7098058224339443,-1.7883740286658394,-1.7883740286658394,13.69563583071438,6.602691282376703,-2.3288846267220054,-3.066852276148366,-0.1848537098779016,-0.1848537098779016,-0.0028199048244605673,-0.0028199048244605673,-3.2228402715727777,-0.8378809224068384
3,6.956454349710557,13.737259342244885,1.9264888234367878,1.9264888234367878,1.8287629595072366,1.8287629595072366,-10.833498787704322,-5.922619038257787,-4.379076302365311,-10.148108972273658,-1.6633348050923564,-1.6633348050923564,-1.7480536867975147,-1.7480536867975147,13.528139188865106,6.490784562200544,-2.5773780473452463,-3.589150369971215,-0.2631540183444309,-0.2631540183444309,-0.08070927270972236,-0.08070927270972236,-2.6946404011607914,-0.5681655239427575
4,6.9906861777958635,13.870173646637,1.9555811911596788,1.9555811911596788,1.863732625351399,1.863732625351399,-11.178774605900959,-6.071988566851959,-4.168489413599842,-9.763835589497319,-1.6145010121770573,-1.6145010121770573,-1.7052493854893256,-1.7052493854893256,13.341376018197272,6.369632419376103,-2.822196764196015,-4.106338057139678,-0.3410801789826202,-0.3410801789826202,-0.1584832398620746,-0.1584832398620746,-2.162601412296317,-0.2976438525241477
5,7.014982607096434,13.98338520853548,1.9818948107768033,1.9818948107768033,1.8960537257865921,1.8960537257865921,-11.508169973406872,-6.212732394148631,-3.9519703692974124,-9.365696171777833,-1.5633732443983068,-1.5633732443983068,-1.6600225729892308,-1.6600225729892308,13.135664561258556,6.23942228107602,-3.063012237799021,-4.617689036757636,-0.41852156637849425,-0.41852156637849425,-0.23603115279736273,-0.23603115279736273,-1.6274945878516922,-0.026689886927391826
6,7.029341066270552,14.076761249730888,2.0053918130790493,2.0053918130790493,1.9256808101003366,1.9256808101003366,-11.821246319363985,-6.344670211253504,-3.7298623092169834,-8.954263247716394,-1.5100236146304105,-1.5100236146304105,-1.612438067863147,-1.612438067863147,12.91131605379734,6.10037936940688,-3.299478757053563,-5.122498002014487,-0.4953681984486363,-0.4953681984486363,-0.3132427422371909,-0.3132427422371909,-1.090069734433362,0.24429084184662045
7,7.033700274402461,14.15013540580808,2.026038543374324,2.026038543374324,1.9525721090983956,1.9525721090983956,-12.117520641007669,-6.4675844094686985,-3.5024466858324987,-8.530119745203809,-1.4545275957262198,-1.4545275957262198,-1.5625638240360096,-1.5625638240360096,12.668631145739727,5.9526583979365935,-3.5312535885699563,-5.620015660604266,-0.5715109476481008,-0.5715109476481008,-0.3900082850623876,-0.3900082850623876,-0.5511105047320639,0.5149260115321004
8,7.028044910324893,14.203354760369407,2.043805478599881,2.043805478599881,1.9766896592438639,1.9766896592438639,-12.396539379045523,-6.581291759372179,-3.2700417606306336,-8.093820534395837,-1.3969639042524395,-1.3969639042524395,-1.5104708690193747,-1.5104708690193747,12.407898644869926,5.796460533480755,-3.7580031496942605,-6.109534225973565,-0.6468415743474384,-0.6468415743474384,-0.4662187902244907,-0.4662187902244907,-0.011359265824410353,0.7848312258914214
9,7.0124097012139455,14.236407606724937,2.058667124877528,2.058667124877528,1.997999399421492,1.997999399421492,-12.657961119024733,-6.6856536948967165,-3.0329940962049253,-7.6460226657316,-1.337414242691981,-1.337414242691981,-1.456233305214799,-1.456233305214799,12.129544348348551,5.632032486777116,-3.9794156050090175,-6.590384940993337,-0.7212528821855447,-0.7212528821855447,-0.5417660942066941,-0.5417660942066941,0.5284167706761789,1.0536212081195984
10,6.986830162774372,14.249271898517224,2.0706023364746518,2.0706023364746518,2.016471061715421,2.016471061715421,-12.901426816553991,-6.780533731205901,-2.7916478705544665,-7.187397820825301,-1.275963340946578,-1.275963340946578,-1.399928064155294,-1.399928064155294,11.834001826149485,5.459619274617804,-4.195182292219902,-7.061874077691914,-0.794638995528072,-0.794638995528072,-0.616542997560128,-0.616542997560128,1.0674249904045037,1.320914456588096
