-0.0166667,0
0.15,0
0.316667,0
0.483333,0
0.65,0
0.816666,0
0.983333,0
0.999999,0
0.999999,0
1.16667,-6.01E-06
1.33333,-2.06E-05
1.5,-3.80E-05
1.66667,-5.67E-05
1.83333,-7.92E-05
2,-0.000108325
2.16667,-0.000143867
2.33334,-0.000183167
2.50001,-0.000224525
2.66667,-0.000268876
2.83334,-0.000318283
3.00001,-0.000373286
3.16668,-0.000432114
3.33335,-0.000492292
3.50002,-0.00055261
3.66669,-0.000613452
3.83336,-0.000675573
4.00002,-0.000738963
4.16669,-0.000802969
4.33335,-0.000867255
4.50002,-0.000932289
4.66668,-0.000998799
4.83335,-0.00106689
5.00001,-0.00113576
5.16667,-0.0012043
5.33334,-0.00127177
5.5,-0.00133809
5.66667,-0.00140342
5.83333,-0.00146791
5.99999,-0.00153158
6.16666,-0.00159459
6.33332,-0.00165731
6.49999,-0.00172012
6.66665,-0.00178304
6.83331,-0.00184568
6.99998,-0.00190746
7.16664,-0.00196794
7.33331,-0.00202694
7.49997,-0.00208452
7.66664,-0.00214084
7.8333,-0.00219614
7.99996,-0.00225072
8.16663,-0.00230493
8.33329,-0.00235898
8.49996,-0.0024129
8.66662,-0.00246647
8.83328,-0.00251934
8.99995,-0.00257119
9.16661,-0.00262187
9.33328,-0.00267138
9.49994,-0.00271989
9.6666,-0.00276764
9.83327,-0.00281492
9.99993,-0.00286201
10.1666,-2.91E-03
10.3333,-2.96E-03
10.4999,-3.00E-03
10.6666,-3.05E-03
10.8333,-3.10E-03
10.9999,-3.14E-03
11.1666,-3.18E-03
11.3332,-3.23E-03
11.4999,-3.27E-03
11.6666,-3.31E-03
11.8332,-3.35E-03
11.9999,-3.40E-03
12.1666,-3.44E-03
12.3332,-3.48E-03
12.4999,-3.52E-03
12.6666,-3.57E-03
12.8332,-3.61E-03
12.9999,-3.65E-03
13.1666,-3.68E-03
13.3332,-3.72E-03
13.4999,-3.76E-03
13.6665,-3.80E-03
13.8332,-3.84E-03
13.9999,-3.88E-03
14.1665,-3.91E-03
14.3332,-3.95E-03
14.4999,-3.99E-03
14.6665,-4.02E-03
14.8332,-4.06E-03
14.9999,-4.09E-03
15.1665,-4.13E-03
15.3332,-4.16E-03
15.4998,-4.19E-03
15.6665,-4.22E-03
15.8332,-4.26E-03
15.9998,-4.29E-03
16.1665,-4.32E-03
16.3332,-4.35E-03
16.4998,-4.38E-03
16.6665,-4.41E-03
16.8332,-4.43E-03
16.9998,-4.46E-03
17.1665,-4.49E-03
17.3332,-4.51E-03
17.4998,-4.54E-03
17.6665,-4.56E-03
17.8331,-4.58E-03
17.9998,-4.61E-03
18.1665,-4.63E-03
18.3331,-4.65E-03
18.4998,-4.67E-03
18.6665,-4.69E-03
18.8331,-4.71E-03
18.9998,-4.73E-03
19.1665,-4.75E-03
19.3331,-4.76E-03
19.4998,-4.78E-03
19.6665,-0.0047969
19.8331,-0.00481225
19.9998,-0.00482685
20.1664,-0.00484069
20.3331,-0.00485371
20.4998,-0.00486591
20.6664,-0.00487737
20.8331,-0.00488831
20.9998,-0.00489878
21.1664,-0.00490882
21.3331,-0.00491837
21.4998,-0.00492736
21.6664,-0.00493577
21.8331,-0.00494363
21.9998,-0.00495089
22.1664,-0.00495749
22.3331,-0.00496347
22.4997,-0.00496888
22.6664,-0.00497385
22.8331,-0.00497849
22.9997,-0.00498282
23.1664,-0.00498682
23.3331,-0.00499046
23.4997,-0.00499369
23.6664,-0.00499645
23.8331,-0.00499876
23.9997,-0.00500062
24.1664,-0.00500205
24.333,-0.00500309
24.4997,-0.00500384
24.6664,-0.00500439
24.833,-0.00500469
24.9997,-0.0050049
25.1664,-0.00500477
25.333,-0.00500441
25.4997,-0.00500367
25.6664,-0.00500263
25.833,-0.00500135
25.9997,-0.00499981
26.1664,-0.00499801
26.333,-0.00499595
26.4997,-0.00499376
26.6663,-0.00499151
26.833,-0.00498919
26.9997,-0.00498674
27.1663,-0.00498407
27.333,-0.00498117
27.4997,-0.00497811
27.6663,-0.00497487
27.833,-0.00497138
27.9997,-0.00496773
28.1663,-0.00496402
28.333,-0.00496027
28.4997,-0.00495646
28.6663,-0.00495254
28.833,-0.00494852
28.9996,-0.00494444
29.1663,-0.00494034
29.333,-0.00493603
29.4996,-0.00493149
29.6663,-0.00492681
29.833,-0.00492209
29.9996,-0.00491739
30.1663,-0.00491264
30.333,-0.00490789
30.4996,-0.00490307
30.6663,-0.00489815
30.8329,-0.00489331
30.9996,-0.00488841
31.1663,-0.00488336
31.3329,-0.00487811
31.4996,-0.00487278
31.6663,-0.00486748
31.8329,-0.00486224
31.9996,-0.00485696
32.1663,-0.00485162
32.333,-0.00484626
32.4997,-0.00484096
32.6664,-0.00483569
32.8331,-0.00483037
32.9998,-0.00482497
33.1665,-0.00481945
33.3332,-0.00481386
33.4999,-0.00480831
33.6666,-0.00480285
33.8333,-0.00479745
34,-0.00479202
34.1667,-0.00478651
34.3334,-0.00478101
34.5001,-0.00477562
34.6668,-0.0047703
34.8335,-0.00476495
35.0002,-0.00475949
35.1669,-0.004754
35.3336,-0.00474853
35.5003,-0.00474317
35.667,-0.00473793
35.8337,-0.00473272
36.0005,-0.00472747
36.1672,-0.00472224
36.3339,-0.00471709
36.5006,-0.00471205
36.6673,-0.00470707
36.834,-0.00470208
37.0007,-0.00469703
37.1674,-0.00469203
37.3341,-0.00468712
37.5008,-0.00468238
37.6675,-0.00467773
37.8342,-0.00467314
38.0009,-0.00466855
38.1676,-0.00466401
38.3343,-0.0046596
38.501,-0.00465524
38.6677,-0.00465092
38.8344,-0.00464661
39.0011,-0.00464241
39.1678,-0.00463832
39.3345,-0.00463424
39.5012,-0.00463026
39.6679,-0.00462642
39.8346,-0.00462268
40.0013,-0.004619
40.168,-0.00461534
40.3347,-0.00461173
40.5014,-0.00460822
40.6681,-0.00460474
40.8348,-0.00460137
41.0015,-0.0045981
41.1682,-0.0045949
41.3349,-0.00459179
41.5016,-0.00458872
41.6683,-0.00458571
41.835,-0.00458283
42.0017,-0.00458006
42.1684,-0.00457733
42.3351,-0.00457457
42.5018,-0.00457187
42.6685,-0.0045693
42.8352,-0.00456683
43.0019,-0.0045644
43.1686,-0.00456205
43.3354,-0.00455981
43.5021,-0.00455763
43.6688,-0.00455551
43.8355,-0.00455347
44.0022,-0.00455145
44.1689,-0.00454948
44.3356,-0.00454757
44.5023,-0.00454578
44.669,-0.00454401
44.8357,-0.00454231
45.0024,-0.00454077
45.1691,-0.00453907
45.3358,-0.00453762
45.5025,-0.00453625
45.6692,-0.00453493
45.8359,-0.00453358
46.0026,-0.00453221
46.1693,-0.00453101
46.336,-0.0045299
46.5027,-0.00452893
46.6694,-0.00452796
46.8361,-0.00452672
47.0028,-0.00452588
47.1695,-0.00452492
47.3362,-0.00452418
47.5029,-0.00452363
47.6696,-0.00452241
47.8363,-0.00452152
48.003,-0.00452095
48.1697,-0.00452065
48.3364,-0.00452058
48.5031,-0.00452059
48.6698,-0.00452001
48.8365,-0.00451859
49.0032,-0.00451776
